OBJECTID,NAME,WARD,LENGTH_IN_METRES,NEW_UPGRADE,TYPE,USERS,GRADE,DEG_DIFF_RATING,GEN_DESC,PARKING_ACCESS,LINKS,SPEC_CONSID,CLASS_EA,CURB_SHOULDER,FACILITY_STYLE,TRAFFIC_CONTROL
1,Dunsmure Rd,4,81.818,,Low Auto Volume Sugg,,,,,,,,,,,
2,Hunter St E,2,113.795,,Bicycle Lane,,,,,,,,,,,
3,Hunter St E,2,181.563,,Bicycle Lane,,,,,,,,,,,
4,Young St,2,85.697,,Bicycle Lane,,,,,,,,,,,
5,Young St,2,44.31,,Bicycle Lane,,,,,,,,,,,
6,Young St,2,104.855,,Bicycle Lane,,,,,,,,,,,
7,Lawrence Rd,4,46.13,,Bicycle Lane,,,,,,,,,,,
8,Lawrence Rd,4,41.55,,Bicycle Lane,,,,,,,,,,,
9,Lawrence Rd,4,187.511,,Bicycle Lane,,,,,,,,,,,
10,Lawrence Rd,4,152.762,,Bicycle Lane,,,,,,,,,,,
11,John,2,128.27,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
12,John,2,108.748,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
13,Sherman Av N,3,12.232,,Bicycle Lane,,,,,,,,,,,
14,John,2,110.703,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
15,John,2,113.112,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
16,Macnab St S,2,92.832,,Medium Auto Volume S,,,,,,,,,,,
17,Walter Av N,4,212.572,,Signed Bike Route,,,,,,,,,,,
18,Walter Av N,4,207.165,,Signed Bike Route,,,,,,,,,,,
19,Walter Av N,4,250.06,,Signed Bike Route,,,,,,,,,,,
20,Stone Church Rd E,8,327.961,,Bicycle Lane,,,,,,,,,,,
21,Upper Paradise Rd,14,59.245,,Bicycle Lane,,,,,,,,,,,
22,Upper Paradise Rd,14,89.397,,Bicycle Lane,,,,,,,,,,,
23,Upper Paradise Rd,14,169.757,,Bicycle Lane,,,,,,,,,,,
24,Upper Paradise Rd,14,199.576,,Bicycle Lane,,,,,,,,,,,
25,Upper Paradise Rd,14,292.591,,Bicycle Lane,,,,,,,,,,,
26,Upper Paradise Rd,14,79.478,,Bicycle Lane,,,,,,,,,,,
27,Upper Paradise Rd,14,3.137,,Bicycle Lane,,,,,,,,,,,
28,Upper Paradise Rd,14,80,,Bicycle Lane,,,,,,,,,,,
29,Upper Paradise Rd,14,231.512,,Bicycle Lane,,,,,,,,,,,
30,Upper Paradise Rd,14,81.212,,Bicycle Lane,,,,,,,,,,,
31,Upper Paradise Rd,14,61.984,,Bicycle Lane,,,,,,,,,,,
32,Upper Paradise Rd,14,10.809,,Bicycle Lane,,,,,,,,,,,
33,Upper Paradise Rd,14,83.078,,Bicycle Lane,,,,,,,,,,,
34,Upper Paradise Rd,14,3.972,,Bicycle Lane,,,,,,,,,,,
35,Upper Paradise Rd,14,6.923,,Bicycle Lane,,,,,,,,,,,
36,Upper Paradise Rd,14,121.304,,Bicycle Lane,,,,,,,,,,,
37,Upper Paradise Rd,14,128.611,,Bicycle Lane,,,,,,,,,,,
38,Upper Paradise Rd,14,130.779,,Bicycle Lane,,,,,,,,,,,
39,Cannon St E,3,72.697,,Bicycle Lane,,,,,,,,,,,
40,Hunter St E,2,78.571,,Bicycle Lane,,,,,,,,,,,
41,Upper Paradise Rd,14,51.409,,Bicycle Lane,,,,,,,,,,,
42,York Bv,1,86.907,,Bicycle Lane,,,,,,,,,,,
43,York Bv,1,51.182,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
44,Haldibrook Rd,11,789.26,,Low Auto Volume Sugg,,,,,,,,,,,
45,Haldibrook Rd,11,319.583,,Low Auto Volume Sugg,,,,,,,,,,,
46,Haldibrook Rd,11,1246.702,,Low Auto Volume Sugg,,,,,,,,,,,
47,Eaglewood Dr,6,56.601,,Low Auto Volume Sugg,,,,,,,,,,,
48,Eva St,6,82.561,,Low Auto Volume Sugg,,,,,,,,,,,
49,Eleanor Av,6,359.753,,Low Auto Volume Sugg,,,,,,,,,,,
50,Eleanor Av,6,323.704,,Low Auto Volume Sugg,,,,,,,,,,,
51,Dunsmure Rd,4,81.392,,Low Auto Volume Sugg,,,,,,,,,,,
52,Dunsmure Rd,4,79.899,,Low Auto Volume Sugg,,,,,,,,,,,
53,Greenhill Av,4,82.097,,Signed Bike Route,,,,,,,,,,,
54,Greenhill Av,4,15.698,,Signed Bike Route,,,,,,,,,,,
55,East 45th St,6,168.853,,Low Auto Volume Sugg,,,,,,,,,,,
56,Ferguson Av S,2,100.435,,Bicycle Lane,,,,,,,Greenway,,,,
57,East 43rd St,6,73.055,,Low Auto Volume Sugg,,,,,,,,,,,
58,East 43rd St,6,72.317,,Low Auto Volume Sugg,,,,,,,,,,,
59,East 43rd St,6,73.714,,Low Auto Volume Sugg,,,,,,,,,,,
60,East 43rd St,6,181.234,,Low Auto Volume Sugg,,,,,,,,,,,
61,Upper Gage Av,6,86.922,,High Auto Volume Sig,,,,,,,,,,,
62,Macassa Av,7,84.255,,Signed Bike Route,,,,,,,,,,,
63,Macassa Av,7,25.046,,Signed Bike Route,,,,,,,,,,,
64,Macassa Av,7,57.216,,Signed Bike Route,,,,,,,,,,,
65,Macassa Av,7,73.482,,Signed Bike Route,,,,,,,,,,,
66,Macassa Av,7,85.328,,Signed Bike Route,,,,,,,,,,,
67,Franklin Rd,7,152.717,,Signed Bike Route,,,,,,,,,,,
68,Franklin Rd,7,83.098,,Signed Bike Route,,,,,,,,,,,
69,Franklin Rd,7,60.805,,Signed Bike Route,,,,,,,,,,,
70,Franklin Rd,7,21.065,,Signed Bike Route,,,,,,,,,,,
71,Franklin Rd,7,81.387,,Signed Bike Route,,,,,,,,,,,
72,Franklin Rd,7,82.77,,Signed Bike Route,,,,,,,,,,,
73,East 24th St,7,184.755,,Signed Bike Route,,,,,,,,,,,
74,Hall Rd,11,2294.41,,Low Auto Volume Sugg,,,,,,,,,,,
75,Rendell Bv,6,91.966,,Signed Bike Route,,,,,,,,,,,
76,Rendell Bv,6,126.712,,Signed Bike Route,,,,,,,,,,,
77,Gage Av S,3,173.346,,Bicycle Lane,,,,,,,,,,,
78,Lawrence Rd,4,35.642,,Bicycle Lane,,,,,,,,,,,
79,Cochrane Rd,4,222.49,,Signed Bike Route,,,,,,,,,,,
80,Cochrane Rd,4,219.44,,Signed Bike Route,,,,,,,,,,,
81,Cochrane Rd,4,196.87,,Signed Bike Route,,,,,,,,,,,
82,Pottruff Rd S,5,56.012,,Medium Auto Volume S,,,,,,,,,,,
83,Dunsmure Rd,4,82.988,,Low Auto Volume Sugg,,,,,,,,,,,
84,Dunsmure Rd,4,88.381,,Low Auto Volume Sugg,,,,,,,,,,,
85,Cannon St E,3,82.807,,Bicycle Lane,,,,,,,,,,,
86,Cannon St E,3,102.935,,Bicycle Lane,,,,,,,,,,,
87,Cannon St E,3,62.476,,Bicycle Lane,,,,,,,,,,,
88,Cannon St E,3,61.632,,Bicycle Lane,,,,,,,,,,,
89,Cannon St E,3,242.648,,Bicycle Lane,,,,,,,,,,,
90,Walter Av N,4,1.197,,Low Auto Volume Sugg,,,,,,,,,,,
91,Glancaster Rd,11,95.422,,Medium Auto Volume S,,,,,,,,,,,
92,Carluke Rd W,12,1249.192,,Medium Auto Volume S,,,,,,,,,,,
93,Stone Church Rd E,7,62.266,,Bicycle Lane,,,,,,,,,,,
94,Stone Church Rd E,7,312.722,,Bicycle Lane,,,,,,,,,,,
95,Stone Church Rd E,7,262.412,,Bicycle Lane,,,,,,,,,,,
96,Stone Church Rd E,7,262.412,,Bicycle Lane,,,,,,,,,,,
97,Stone Church Rd E,7,42.844,,Bicycle Lane,,,,,,,,,,,
98,Stone Church Rd E,7,71.797,,Bicycle Lane,,,,,,,,,,,
99,Stone Church Rd E,6,167.749,,Bicycle Lane,,,,,,,,,,,
100,Stone Church Rd E,6,55.146,,Bicycle Lane,,,,,,,,,,,
101,Stone Church Rd E,6,85.139,,Bicycle Lane,,,,,,,,,,,
102,Stone Church Rd E,6,125.282,,Bicycle Lane,,,,,,,,,,,
103,Stone Church Rd E,6,52.572,,Bicycle Lane,,,,,,,,,,,
104,Stone Church Rd E,6,425.325,,Bicycle Lane,,,,,,,,,,,
105,Stone Church Rd E,6,487.56,,Bicycle Lane,,,,,,,,,,,
106,Stone Church Rd E,6,511.716,,Bicycle Lane,,,,,,,Greenway,,,,
107,Stone Church Rd E,7,209.773,,Bicycle Lane,,,,,,,,,,,
108,Stone Church Rd E,7,181.023,,Bicycle Lane,,,,,,,,,,,
109,Stone Church Rd E,6,261.201,,Bicycle Lane,,,,,,,,,,,
110,Stone Church Rd E,6,137.752,,Bicycle Lane,,,,,,,,,,,
111,Stone Church Rd E,6,152.488,,Bicycle Lane,,,,,,,,,,,
112,Stone Church Rd E,6,247.683,,Bicycle Lane,,,,,,,,,,,
113,Stone Church Rd E,6,293.021,,Bicycle Lane,,,,,,,,,,,
114,Stone Church Rd W,14,211.28,,Bicycle Lane,,,,,,,,,,,
115,Stone Church Rd E,7,338.77,,Bicycle Lane,,,,,,,,,,,
116,Stone Church Rd E,7,99.437,,Bicycle Lane,,,,,,,,,,,
117,Stone Church Rd E,6,113.779,,Bicycle Lane,,,,,,,,,,,
118,Stone Church Rd E,6,355.529,,Bicycle Lane,,,,,,,,,,,
119,Stone Church Rd W,14,106.21,,Bicycle Lane,,,,,,,,,,,
120,Limeridge Rd E,7,108.903,,Signed Bike Route,,,,,,,,,,,
121,Limeridge Rd E,7,138.735,,Signed Bike Route,,,,,,,,,,,
122,Limeridge Rd E,7,187.114,,Signed Bike Route,,,,,,,,,,,
123,Limeridge Rd E,7,68.394,,Signed Bike Route,,,,,,,,,,,
124,Limeridge Rd E,7,13.024,,Signed Bike Route,,,,,,,,,,,
125,Lawrence Rd,3,255.237,,Bicycle Lane,,,,,,,,,,,
126,Lawrence Rd,3,255.237,,Bicycle Lane,,,,,,,,,,,
127,Lawrence Rd,3,255.237,,Bicycle Lane,,,,,,,,,,,
128,Lawrence Rd,4,22.216,,Bicycle Lane,,,,,,,,,,,
129,Graham Av S,4,280.06,,Medium Auto Volume S,,,,,,,,,,,
130,Graham Av S,4,207.223,,Medium Auto Volume S,,,,,,,,,,,
131,Graham Av S,4,178.657,,Medium Auto Volume S,,,,,,,,,,,
132,Britannia Av,4,15.562,,Low Auto Volume Sugg,,,,,,,,,,,
133,Dunsmure Rd,4,77.489,,Low Auto Volume Sugg,,,,,,,,,,,
134,Dunsmure Rd,4,75.684,,Low Auto Volume Sugg,,,,,,,,,,,
135,Reid Av N,4,68.776,,Low Auto Volume Sugg,,,,,,,,,,,
136,Reid Av S,4,139.91,,Medium Auto Volume S,,,,,,,,,,,
137,Reid Av N,4,117.662,,Low Auto Volume Sugg,,,,,,,,,,,
138,Reid Av S,4,88.641,,Medium Auto Volume S,,,,,,,,,,,
139,Pottruff Rd S,5,79.952,,Medium Auto Volume S,,,,,,,,,,,
140,Pottruff Rd N,5,262.462,,Medium Auto Volume S,,,,,,,,,,,
141,Pottruff Rd N,5,414.249,,Medium Auto Volume S,,,,,,,,,,,
142,Dunsmure Rd,4,82.944,,Low Auto Volume Sugg,,,,,,,,,,,
143,Pottruff Rd S,5,125.573,,Low Auto Volume Sugg,,,,,,,,,,,
144,Pottruff Rd S,5,127.677,,Low Auto Volume Sugg,,,,,,,,,,,
145,Pottruff Rd S,5,51.529,,Medium Auto Volume S,,,,,,,,,,,
146,Pottruff Rd S,5,41.981,,Low Auto Volume Sugg,,,,,,,,,,,
147,Pottruff Rd S,5,80.925,,Low Auto Volume Sugg,,,,,,,,,,,
148,Pottruff Rd S,5,54.94,,Low Auto Volume Sugg,,,,,,,,,,,
149,Pottruff Rd S,5,80.574,,Low Auto Volume Sugg,,,,,,,,,,,
150,Pottruff Rd S,5,57.48,,Low Auto Volume Sugg,,,,,,,,,,,
151,Pottruff Rd S,5,24.37,,Low Auto Volume Sugg,,,,,,,,,,,
152,Pottruff Rd S,5,72.179,,Medium Auto Volume S,,,,,,,,,,,
153,Queenston Rd,5,64.902,,High Auto Volume Sug,,,,,,,,,,,
154,Queenston Rd,5,23.779,,High Auto Volume Sug,,,,,,,,,,,
155,Queenston Rd,5,128.487,,High Auto Volume Sug,,,,,,,,,,,
156,Queenston Rd,4,107.235,,High Auto Volume Sug,,,,,,,,,,,
157,Cannon St W,2,137.869,,Bicycle Lane,,,,,,,,,,,
158,Cannon St E,3,77.831,,Bicycle Lane,,,,,,,,,,,
159,Cannon St E,3,77.089,,Bicycle Lane,,,,,,,,,,,
160,Cannon St E,3,79.811,,Bicycle Lane,,,,,,,,,,,
161,Tecumseh St,1,82.979,,Signed Bike Route,,,,,,,,,,,
162,King St E,2,111.781,,High Auto Volume Sug,,,,,,,,,,,
163,King St E,2,111.906,,High Auto Volume Sug,,,,,,,,,,,
164,King St W,2,126.037,,High Auto Volume Sug,,,,,,,,,,,
165,York Rd,13,78.32,,Paved Shoulder,,,,,,,,,,,
166,York Rd,13,104.049,,Paved Shoulder,,,,,,,,,,,
167,King St W,1,138.641,,Bicycle Lane,,,,,,,,,,,
168,Centre Rd,15,424.569,,Paved Shoulder,,,,,,,,,,,
169,Centre Rd,15,171.117,,Paved Shoulder,,,,,,,,,,,
170,Rendell Bv,6,79.192,,Signed Bike Route,,,,,,,,,,,
171,Lawrence Rd,3,201.41,,Bicycle Lane,,,,,,,,,,,
172,Lawrence Rd,3,83.128,,Bicycle Lane,,,,,,,,,,,
173,Lawrence Rd,3,86.229,,Bicycle Lane,,,,,,,,,,,
174,Lawrence Rd,3,97.004,,Bicycle Lane,,,,,,,,,,,
175,Lawrence Rd,3,98.188,,Bicycle Lane,,,,,,,,,,,
176,Lawrence Rd,3,94.069,,Bicycle Lane,,,,,,,,,,,
177,Lawrence Rd,4,86.683,,Bicycle Lane,,,,,,,,,,,
178,Lawrence Rd,4,85.71,,Bicycle Lane,,,,,,,,,,,
179,Frances Av,10,4.199,,Signed Bike Route,,,,,,,,,,,
180,Lawrence Rd,4,85.896,,Bicycle Lane,,,,,,,,,,,
181,Lawrence Rd,4,84.598,,Bicycle Lane,,,,,,,,,,,
182,Lawrence Rd,4,81.453,,Bicycle Lane,,,,,,,,,,,
183,Lawrence Rd,4,87.612,,Bicycle Lane,,,,,,,,,,,
184,Lawrence Rd,4,80.023,,Bicycle Lane,,,,,,,,,,,
185,Lawrence Rd,4,84.307,,Bicycle Lane,,,,,,,,,,,
186,Lawrence Rd,4,82.85,,Bicycle Lane,,,,,,,,,,,
187,Lawrence Rd,4,16.941,,Bicycle Lane,,,,,,,,,,,
188,Lawrence Rd,4,82.859,,Bicycle Lane,,,,,,,,,,,
189,Lawrence Rd,4,221.198,,Bicycle Lane,,,,,,,,,,,
190,Lawrence Rd,4,44.67,,Bicycle Lane,,,,,,,,,,,
191,Lawrence Rd,4,43.846,,Bicycle Lane,,,,,,,,,,,
192,Lawrence Rd,4,81.37,,Bicycle Lane,,,,,,,,,,,
193,Lawrence Rd,4,79.112,,Bicycle Lane,,,,,,,,,,,
194,Lawrence Rd,4,56.598,,Bicycle Lane,,,,,,,,,,,
195,Lawrence Rd,4,34.474,,Bicycle Lane,,,,,,,,,,,
196,Lawrence Rd,4,80.205,,Bicycle Lane,,,,,,,,,,,
197,Lawrence Rd,4,80.545,,Bicycle Lane,,,,,,,,,,,
198,Lawrence Rd,4,75.592,,Bicycle Lane,,,,,,,,,,,
199,Lawrence Rd,4,34.672,,Bicycle Lane,,,,,,,,,,,
200,Dunsmure Rd,4,82.262,,Low Auto Volume Sugg,,,,,,,,,,,
201,Dunsmure Rd,4,82.577,,Low Auto Volume Sugg,,,,,,,,,,,
202,Dunsmure Rd,4,82.777,,Low Auto Volume Sugg,,,,,,,,,,,
203,Cochrane Rd,4,202.591,,Signed Bike Route,,,,,,,,,,,
204,Millen Rd,10,260.07,,Low Auto Volume Sugg,,,,,,,,,,,
205,Millen Rd,10,47.306,,Low Auto Volume Sugg,,,,,,,,,,,
206,Millen Rd,10,232.942,,Low Auto Volume Sugg,,,,,,,,,,,
207,Millen Rd,10,236.166,,Medium Auto Volume S,,,,,,,,,,,
208,Millen Rd,10,169.976,,Medium Auto Volume S,,,,,,,,,,,
209,Millen Rd,10,228.304,,Bicycle Lane,,,,,,,,,,,
210,Millen Rd,10,186.822,,Bicycle Lane,,,,,,,,,,,
211,Millen Rd,10,213.761,,Bicycle Lane,,,,,,,,,,,
212,North Service Rd,10,781.285,,Bicycle Lane,,,,,,,Greenway,,,,
213,Victoria Av N,3,51.259,,Bicycle Lane,,,,,,,,,,,
214,Locke,1,72.915,,Bicycle Lane,COMM,FLATMOD,,,,,,,CURB,,
215,Locke,1,75.513,,Bicycle Lane,COMM,FLATMOD,,,,,,,CURB,,
216,Locke,1,77.134,,Bicycle Lane,COMM,FLAT,,,,,,,CURB,,
217,Locke,1,22.553,,Bicycle Lane,COMM,FLAT,,,,,,,CURB,,
218,Locke,1,44.351,,Bicycle Lane,COMM,FLAT,,,,,,,CURB,,
219,,,171.285,,Bicycle Lane,,,,,,,,,,,
220,Locke,1,9.812,,Bicycle Lane,COMM,FLAT,,,,,,,CURB,,
221,Barton St E,5,386.454,,Bicycle Lane,,,,,,,,,,,
222,Barton St E,5,144.467,,Bicycle Lane,,,,,,,,,,,
223,Milburn Rd,5,99.017,,Low Auto Volume Sugg,,,,,,,,,,,
224,Milburn Rd,5,432.8,,Low Auto Volume Sugg,,,,,,,,,,,
225,Macintosh Dr,10,81.588,,Low Auto Volume Sugg,,,,,,,,,,,
226,Cresthaven Dr,10,85.96,,Low Auto Volume Sugg,,,,,,,,,,,
227,Red Oak Av,10,136.764,,Low Auto Volume Sugg,,,,,,,,,,,
228,Red Oak Av,10,153.652,,Low Auto Volume Sugg,,,,,,,,,,,
229,King St E,5,213.922,,Bicycle Lane,,,,,,,,,,,
230,King St W,5,64.88,,Bicycle Lane,,,,,,,,,,,
231,King St W,5,59.52,,Bicycle Lane,,,,,,,,,,,
232,Ellington Av,10,358.531,,Low Auto Volume Sugg,,,,,,,,,,,
233,Crompton Wy,10,70.909,,Low Auto Volume Sugg,,,,,,,,,,,
234,Roxborough Av,10,61.001,,Low Auto Volume Sugg,,,,,,,,,,,
235,Berkindale Dr,5,178.428,,Low Auto Volume Sugg,,,,,,,,,,,
236,Arvin Av,10,103.164,,Medium Auto Volume S,,,,,,,,,,,
237,Arvin Av,10,26.816,,Medium Auto Volume S,,,,,,,,,,,
238,Arvin Av,10,554.804,,Medium Auto Volume S,,,,,,,,,,,
239,Berkindale Dr,5,219.628,,Low Auto Volume Sugg,,,,,,,,,,,
240,Norwich Rd,10,73.878,,Low Auto Volume Sugg,,,,,,,,,,,
241,Crompton Wy,10,106.213,,Low Auto Volume Sugg,,,,,,,,,,,
242,Hemlock Av,10,118.983,,Low Auto Volume Sugg,,,,,,,,,,,
243,Hemlock Av,10,174.716,,Low Auto Volume Sugg,,,,,,,,,,,
244,Cedardale Av,10,172.082,,Low Auto Volume Sugg,,,,,,,,,,,
245,Dundurn St N,1,89.12,,Bicycle Lane,,,,,,,,,,,
246,Roxborough Av,10,126.47,,Low Auto Volume Sugg,,,,,,,,,,,
247,Roxborough Av,10,127.559,,Low Auto Volume Sugg,,,,,,,,,,,
248,Roxborough Av,10,157.006,,Medium Auto Volume S,,,,,,,,,,,
249,Carla Av,10,88.77,,Low Auto Volume Sugg,,,,,,,,,,,
250,Ferguson Av N,2,386.811,,Bicycle Lane,,,,,,,Greenway,,,,
251,Ferguson Av N,2,122.074,,Bicycle Lane,,,,,,,Greenway,,,,
252,Ferguson Av N,2,107.272,,Bicycle Lane,,,,,,,Greenway,,,,
253,Ferguson Av N,2,88.045,,Bicycle Lane,,,,,,,Greenway,,,,
254,Barton St W,1,83.786,,Signed Bike Route,,,,,,,,,,,
255,Barton St W,1,72.609,,Signed Bike Route,,,,,,,,,,,
256,Barton St W,1,76.872,,Signed Bike Route,,,,,,,,,,,
257,,,972.098,,Bicycle Lane,,,,,,,,,,,
258,,,1075.446,,Bicycle Lane,,,,,,,,,,,
259,,15,73.961,,Bicycle Lane,,,,,,,,,,,
260,,15,74.662,,Bicycle Lane,,,,,,,,,,,
261,Mohawk Rd,14,108.5,,Bicycle Lane,,,,,,,,,,,
262,,,2198.826,,Bicycle Lane,,,,,,,,,,,
263,Dundurn St N,1,66.918,,Bicycle Lane,,,,,,,,,,,
264,Dundurn St N,1,42.022,,Bicycle Lane,,,,,,,,,,,
265,Dundurn St N,1,101.13,,Bicycle Lane,,,,,,,,,,,
266,Dundurn St N,1,19.002,,Bicycle Lane,,,,,,,,,,,
267,Dundurn St N,1,80.764,,Bicycle Lane,,,,,,,,,,,
268,Dundurn St N,1,38.86,,Bicycle Lane,,,,,,,,,,,
269,Dundurn St N,1,46.821,,Bicycle Lane,,,,,,,,,,,
270,Dundurn St N,1,37.914,,Bicycle Lane,,,,,,,,,,,
271,Dundurn St N,1,38.089,,Bicycle Lane,,,,,,,,,,,
272,Dundurn St N,1,76.523,,Bicycle Lane,,,,,,,,,,,
273,Dundurn St N,1,43.619,,Bicycle Lane,,,,,,,,,,,
274,King St E,5,138.025,,Bicycle Lane,,,,,,,,,,,
275,King St E,5,152.256,,Bicycle Lane,,,,,,,,,,,
276,King St E,5,56.617,,Bicycle Lane,,,,,,,,,,,
277,King St E,5,65.792,,Bicycle Lane,,,,,,,,,,,
278,Arvin Av,10,193.318,,Medium Auto Volume S,,,,,,,,,,,
279,King St E,5,204.905,,Bicycle Lane,,,,,,,,,,,
280,Arvin Av,10,779.33,,Medium Auto Volume S,,,,,,,,,,,
281,Arvin Av,10,521.531,,Medium Auto Volume S,,,,,,,,,,,
282,Arvin Av,10,180.352,,Medium Auto Volume S,,,,,,,,,,,
283,Arvin Av,10,177.659,,Medium Auto Volume S,,,,,,,,,,,
284,Gage,3,136.657,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
285,Gage,3,206.616,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
286,Gage,3,7.927,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
287,Green Rd,10,94.637,,Medium Auto Volume S,,,,,,,,,,,
288,Gage,3,34.71,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
289,Maple Dr,10,160.908,,Low Auto Volume Sugg,,,,,,,,,,,
290,Harbrite Dr,10,179.994,,Low Auto Volume Sugg,,,,,,,,,,,
291,Gage,3,140.606,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
292,Gage,3,298.749,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
293,Harbrite Dr,10,44.645,,Low Auto Volume Sugg,,,,,,,,,,,
294,Scenic,14,495.408,,Signed Bike Route,,,,,,,,,,,
295,Scenic,14,266.034,,Signed Bike Route,,,,,,,,,,,
296,Scenic,14,234.606,,Signed Bike Route,,,,,,,,,,,
297,Scenic,14,199.713,,Signed Bike Route,,,,,,,,,,,
298,Scenic,14,48.404,,Signed Bike Route,,,,,,,,,,,
299,,14,82.527,,Signed Bike Route,,,,,,,,,,,
300,Barton St E,2,112.355,,High Auto Volume Sig,,,,,,,,,,,
301,Barton St W,1,73.263,,Signed Bike Route,,,,,,,,,,,
302,Barton St W,1,52.409,,Signed Bike Route,,,,,,,,,,,
303,Barton St W,1,54.785,,Signed Bike Route,,,,,,,,,,,
304,Barton St W,1,130.015,,Signed Bike Route,,,,,,,,,,,
305,Barton St W,2,103.177,,Signed Bike Route,,,,,,,,,,,
306,Barton St W,2,111.095,,Signed Bike Route,,,,,,,,,,,
307,Barton St W,2,100.119,,Signed Bike Route,,,,,,,,,,,
308,Barton St W,2,129.597,,Signed Bike Route,,,,,,,,,,,
309,Barton St W,2,131.928,,Signed Bike Route,,,,,,,,,,,
310,Barton St E,2,114.482,,Signed Bike Route,,,,,,,,,,,
311,Barton St E,2,110.237,,Signed Bike Route,,,,,,,,,,,
312,Barton St E,2,116.894,,High Auto Volume Sig,,,,,,,,,,,
313,East 24th St,7,115.532,,Signed Bike Route,,,,,,,,,,,
314,East 24th St,7,82.787,,Signed Bike Route,,,,,,,,,,,
315,East 45th St,6,245.955,,Low Auto Volume Sugg,,,,,,,,,,,
316,Macassa Av,6,114.758,,Signed Bike Route,,,,,,,,,,,
317,Macassa Av,7,111.893,,Signed Bike Route,,,,,,,,,,,
318,Macassa Av,7,111.332,,Signed Bike Route,,,,,,,,,,,
319,Macassa Av,7,77.104,,Signed Bike Route,,,,,,,,,,,
320,Macassa Av,7,36.26,,Signed Bike Route,,,,,,,,,,,
321,,,897.927,,Bicycle Lane,,,,,,,,,,,
322,,,363.553,,Bicycle Lane,,,,,,,,,,,
323,,,702.652,,Bicycle Lane,,,,,,,,,,,
324,,,720.267,,Bicycle Lane,,,,,,,,,,,
325,Barton St W,2,142.895,,Signed Bike Route,,,,,,,,,,,
326,Maple Av,,1182.14,,Bicycle Lane,,,,,,,,,,,
327,Fairview St,,710.7958,,Bicycle Lane,,,,,,,,,,,
328,,,331.501,,Bicycle Lane,,,,,,,,,,,
329,,,962.976,,Bicycle Lane,,,,,,,,,,,
330,North Service Rd,10,296.249,,Bicycle Lane,,,,,,,Greenway,,,,
331,North Service Rd,10,210.979,,Bicycle Lane,,,,,,,Greenway,,,,
332,North Service Rd,10,376.119,,Bicycle Lane,,,,,,,Greenway,,,,
333,North Service Rd,10,312.072,,Bicycle Lane,,,,,,,Greenway,,,,
334,Sanatorium Rd,14,175.432,,Bicycle Lane,,,,,,,,,,,
335,Sanatorium Rd,14,79.762,,Bicycle Lane,,,,,,,,,,,
336,Scenic Dr,14,82.227,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
337,Scenic Dr,14,89.754,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
338,Scenic Dr,14,87.659,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
339,Scenic Dr,14,80.072,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
340,Scenic Dr,14,267.665,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
341,Scenic Dr,14,177.621,,Bicycle Lane,RECOMM,FLAT,,,,,,,CURB,,
342,Upper Horning Rd,14,127.257,,Signed Bike Route,,,,,,,,,,,
343,Lynden Rd,12,1148.233,,Medium Auto Volume S,,,,,,,,,,,
344,Lynden Rd,12,107.253,,Medium Auto Volume S,,,,,,,,,,,
345,Lynden Rd,12,108.079,,Medium Auto Volume S,,,,,,,,,,,
346,Lynden Rd,12,112.29,,Medium Auto Volume S,,,,,,,,,,,
347,Lynden Rd,12,15.6,,Medium Auto Volume S,,,,,,,,,,,
348,Lynden Rd,12,641.031,,Low Auto Volume Sugg,,,,,,,,,,,
349,Lynden Rd,12,1487.59,,Low Auto Volume Sugg,,,,,,,,,,,
350,Lynden Rd,12,49.397,,Medium Auto Volume S,,,,,,,,,,,
351,Concession 5 W,12,1672.256,,Low Auto Volume Sugg,,,,,,,,,,,
352,Lynden Rd,12,1055.214,,Medium Auto Volume S,,,,,,,,,,,
353,Lynden Rd,12,13.705,,Low Auto Volume Sugg,,,,,,,,,,,
354,Lakeview Dr,10,93.79,,Signed Bike Route,,,,,,,Greenway,,,,
355,Jolley Cut,2,230.102,,High Auto Volume Sig,,,,,,,,,,,
356,Lakegate Dr,10,56.366,,Signed Bike Route,,,,,,,Greenway,,,,
357,Dewitt Rd,10,143.74,,Signed Bike Route,,,,,,,Greenway,,,,
358,Glenashton Dr,10,367.404,,Medium Auto Volume S,,,,,,,,,,,
359,Prestige Dr,10,207.161,,Low Auto Volume Sugg,,,,,,,,,,,
